      t(s)    theta1(rad)    theta2(rad)             P1             P2
  9.710000       0.491988      -0.486918       0.531432       0.564854
  9.720000       0.492567      -0.481145       0.437783       0.609579
  9.730000       0.492428      -0.474530       0.344221       0.653714
  9.740000       0.491564      -0.467067       0.250870       0.697185
  9.750000       0.489963      -0.458748       0.157856       0.739917
  9.760000       0.487613      -0.449560       0.065304       0.781834
  9.770000       0.484497      -0.439487      -0.026656       0.822858
  9.780000       0.480600      -0.428509      -0.117893       0.862909
  9.790000       0.475901      -0.416603      -0.208270       0.901904
  9.800000       0.470377      -0.403739      -0.297649       0.939756
  9.810000       0.464002      -0.389885      -0.385885       0.976377
  9.820000       0.456749      -0.375002      -0.472829       1.011672
  9.830000       0.448584      -0.359047      -0.558326       1.045544
  9.840000       0.439470      -0.341969      -0.642212       1.077888
  9.850000       0.429368      -0.323711      -0.724318       1.108596
  9.860000       0.418232      -0.304211      -0.804464       1.137551
  9.870000       0.406013      -0.283398      -0.882459       1.164631
  9.880000       0.392656      -0.261195      -0.958104       1.189705
  9.890000       0.378103      -0.237517      -1.031186       1.212632
  9.900000       0.362292      -0.212276      -1.101479       1.233266
  9.910000       0.345160      -0.185381      -1.168742       1.251446
  9.920000       0.326645      -0.156741      -1.232721       1.267007
  9.930000       0.306692      -0.126276      -1.293145       1.279771
  9.940000       0.285262      -0.093928      -1.349733       1.289553
  9.950000       0.262340      -0.059673      -1.402189       1.296166
  9.960000       0.237954      -0.023546      -1.450216       1.299418
  9.970000       0.212191       0.014332      -1.493516       1.299126
  9.980000       0.185217       0.053732      -1.531807       1.295123
  9.990000       0.157287       0.094293      -1.564838       1.287270
 10.000000       0.128747       0.135532      -1.592410       1.275468
 10.010000       0.100007       0.176867      -1.614390       1.259676
 10.020000       0.071506       0.217684      -1.630730       1.239914
 10.030000       0.043649       0.257406      -1.641472       1.216269
 10.040000       0.016773       0.295559      -1.646741       1.188888
 10.050000      -0.008884       0.331805      -1.646735       1.157966
 10.060000      -0.033180       0.365942      -1.641700       1.123726
 10.070000      -0.056055       0.397883      -1.631915       1.086411
 10.080000      -0.077509       0.427627      -1.617670       1.046267
 10.090000      -0.097583       0.455229      -1.599258       1.003532
 10.100000      -0.116338       0.480775      -1.576964       0.958438
 10.110000      -0.133848       0.504368      -1.551059       0.911199
 10.120000      -0.150190       0.526113      -1.521801       0.862018
 10.130000      -0.165436       0.546114      -1.489430       0.811081
 10.140000      -0.179659       0.564471      -1.454174       0.758560
 10.150000      -0.192920       0.581274      -1.416241       0.704616
 10.160000      -0.205280       0.596605      -1.375831       0.649396
 10.170000      -0.216790       0.610539      -1.333126       0.593037
 10.180000      -0.227497       0.623142      -1.288301       0.535667
 10.190000      -0.237442       0.634475      -1.241518       0.477404
 10.200000      -0.246660       0.644589      -1.192933       0.418359
 10.210000      -0.255183       0.653532      -1.142690       0.358637
 10.220000      -0.263040       0.661345      -1.090930       0.298336
 10.230000      -0.270252       0.668065      -1.037785       0.237550
 10.240000      -0.276842       0.673724      -0.983382       0.176367
 10.250000      -0.282826       0.678350      -0.927845       0.114872
 10.260000      -0.288218       0.681969      -0.871291       0.053147
 10.270000      -0.293031       0.684602      -0.813837      -0.008731
 10.280000      -0.297275       0.686267      -0.755594      -0.070686
 10.290000      -0.300956       0.686980      -0.696671      -0.132642
 10.300000      -0.304079       0.686754      -0.637177      -0.194529
 10.310000      -0.306649       0.685600      -0.577217      -0.256275
 10.320000      -0.308666       0.683525      -0.516897      -0.317810
 10.330000      -0.310130       0.680535      -0.456321      -0.379064
 10.340000      -0.311039       0.676633      -0.395592      -0.439969
 10.350000      -0.311388       0.671821      -0.334816      -0.500454
 10.360000      -0.311172       0.666097      -0.274095      -0.560449
 10.370000      -0.310383       0.659456      -0.213537      -0.619884
 10.380000      -0.309011       0.651894      -0.153247      -0.678688
 10.390000      -0.307045       0.643400      -0.093334      -0.736787
 10.400000      -0.304472       0.633963      -0.033907      -0.794105
 10.410000      -0.301275       0.623568       0.024919      -0.850566
 10.420000      -0.297437       0.612197       0.083030      -0.906091
 10.430000      -0.292939       0.599828       0.140306      -0.960596
 10.440000      -0.287756       0.586437       0.196623      -1.013996
 10.450000      -0.281863       0.571995       0.251855      -1.066201
 10.460000      -0.275232       0.556466       0.305868      -1.117117
 10.470000      -0.267831       0.539814       0.358523      -1.166645
 10.480000      -0.259624       0.521995       0.409676      -1.214682
 10.490000      -0.250573       0.502959       0.459173      -1.261116
 10.500000      -0.240634       0.482653       0.506854      -1.305832
 10.510000      -0.229761       0.461015       0.552551      -1.348705
 10.520000      -0.217903       0.437980       0.596084      -1.389604
 10.530000      -0.205007       0.413475       0.637264      -1.428387
 10.540000      -0.191016       0.387427       0.675890      -1.464906
 10.550000      -0.175873       0.359758       0.711750      -1.499002
 10.560000      -0.159524       0.330394       0.744620      -1.530504
 10.570000      -0.141921       0.299269       0.774265      -1.559236
 10.580000      -0.123029       0.266336       0.800440      -1.585010
 10.590000      -0.102837       0.231578       0.822892      -1.607633
 10.600000      -0.081368       0.195030       0.841367      -1.626910
 10.610000      -0.058697       0.156793       0.855614      -1.642649
 10.620000      -0.034964       0.117062       0.865401      -1.654666
 10.630000      -0.010387       0.076140       0.870522      -1.662803
 10.640000       0.014741       0.034437       0.870817      -1.666932
 10.650000       0.040059      -0.007546       0.866186      -1.666972
 10.660000       0.065179      -0.049266       0.856604      -1.662898
 10.670000       0.089719      -0.090193       0.842125      -1.654747
 10.680000       0.113352      -0.129871       0.822879      -1.642610
 10.690000       0.135827      -0.167950       0.799064      -1.626633
 10.700000       0.156978      -0.204203       0.770926      -1.606998
 10.710000       0.176717      -0.238508       0.738742      -1.583911
 10.720000       0.195020      -0.270831       0.702808      -1.557590
 10.730000       0.211902      -0.301197       0.663421      -1.528257
 10.740000       0.227408      -0.329668       0.620871      -1.496128
 10.750000       0.241600      -0.356328       0.575440      -1.461410
 10.760000       0.254544      -0.381269       0.527395      -1.424301
 10.770000       0.266309      -0.404585       0.476987      -1.384987
 10.780000       0.276961      -0.426365       0.424451      -1.343641
 10.790000       0.286563      -0.446692       0.370009      -1.300424
 10.800000       0.295173      -0.465644       0.313868      -1.255489
 10.810000       0.302844      -0.483290       0.256223      -1.208976
 10.820000       0.309625      -0.499692       0.197257      -1.161018
 10.830000       0.315559      -0.514903       0.137141      -1.111739
 10.840000       0.320684      -0.528973       0.076038      -1.061255
 10.850000       0.325036      -0.541943       0.014104      -1.009677
 10.860000       0.328647      -0.553851      -0.048516      -0.957109
 10.870000       0.331543      -0.564727      -0.111680      -0.903650
 10.880000       0.333749      -0.574599      -0.175255      -0.849395
 10.890000       0.335287      -0.583489      -0.239112      -0.794433
 10.900000       0.336177      -0.591418      -0.303125      -0.738852
 10.910000       0.336435      -0.598400      -0.367176      -0.682736
 10.920000       0.336076      -0.604448      -0.431146      -0.626165
 10.930000       0.335111      -0.609572      -0.494921      -0.569218
 10.940000       0.333551      -0.613777      -0.558391      -0.511973
 10.950000       0.331405      -0.617069      -0.621445      -0.454505
 10.960000       0.328679      -0.619449      -0.683975      -0.396889
 10.970000       0.325377      -0.620915      -0.745874      -0.339198
 10.980000       0.321502      -0.621465      -0.807037      -0.281505
 10.990000       0.317056      -0.621092      -0.867357      -0.223883
 11.000000       0.312037      -0.619788      -0.926730      -0.166407
 11.010000       0.306442      -0.617543      -0.985048      -0.109150
 11.020000       0.300267      -0.614344      -1.042205      -0.052186
 11.030000       0.293505      -0.610174      -1.098092       0.004408
 11.040000       0.286146      -0.605015      -1.152601       0.060554
 11.050000       0.278179      -0.598847      -1.205618       0.116173
 11.060000       0.269591      -0.591643      -1.257029       0.171182
 11.070000       0.260365      -0.583377      -1.306717       0.225497
 11.080000       0.250482      -0.574018      -1.354561       0.279029
 11.090000       0.239919      -0.563530      -1.400434       0.331685
 11.100000       0.228652      -0.551874      -1.444208       0.383371
 11.110000       0.216653      -0.539008      -1.485746       0.433984
 11.120000       0.203888      -0.524884      -1.524907       0.483418
 11.130000       0.190323      -0.509449      -1.561542       0.531560
 11.140000       0.175919      -0.492647      -1.595498       0.578292
 11.150000       0.160633      -0.474417      -1.626609       0.623485
 11.160000       0.144422      -0.454696      -1.654705       0.667006
 11.170000       0.127238      -0.433418      -1.679604       0.708713
 11.180000       0.109035      -0.410517      -1.701116       0.748453
 11.190000       0.089770      -0.385934      -1.719042       0.786066
 11.200000       0.069407      -0.359618      -1.733176       0.821384
 11.210000       0.047923      -0.331539      -1.743302       0.854229
 11.220000       0.025318      -0.301697      -1.749205       0.884419
 11.230000       0.001622      -0.270139      -1.750668       0.911770
 11.240000      -0.023090      -0.236973      -1.747485       0.936100
 11.250000      -0.048686      -0.202389      -1.739464       0.957234
 11.260000      -0.074970      -0.166665      -1.726447       0.975018
 11.270000      -0.101680      -0.130173      -1.708314       0.989326
 11.280000      -0.128505      -0.093358      -1.685002       1.000068
 11.290000      -0.155103      -0.056704      -1.656514       1.007204
 11.300000      -0.181140      -0.020686      -1.622923       1.010744
 11.310000      -0.206319       0.014276      -1.584367       1.010749
 11.320000      -0.230405       0.047852      -1.541046       1.007329
 11.330000      -0.253236       0.079811      -1.493203       1.000626
 11.340000      -0.274715       0.110018      -1.441112       0.990812
 11.350000      -0.294802       0.138418      -1.385060       0.978070
 11.360000      -0.313497       0.165012      -1.325342       0.962592
 11.370000      -0.330830       0.189843      -1.262247       0.944569
 11.380000      -0.346844       0.212977      -1.196057       0.924187
 11.390000      -0.361595       0.234493      -1.127038       0.901624
 11.400000      -0.375139       0.254471      -1.055446       0.877051
 11.410000      -0.387532       0.272994      -0.981520       0.850627
 11.420000      -0.398829       0.290141      -0.905488       0.822503
 11.430000      -0.409081       0.305982      -0.827562       0.792822
 11.440000      -0.418334       0.320586      -0.747945       0.761716
 11.450000      -0.426630       0.334012      -0.666826       0.729310
 11.460000      -0.434008       0.346313      -0.584386       0.695724
 11.470000      -0.440501       0.357538      -0.500798       0.661068
 11.480000      -0.446139       0.367729      -0.416223       0.625449
 11.490000      -0.450949       0.376922      -0.330819       0.588967
 11.500000      -0.454956       0.385149      -0.244737       0.551719
 11.510000      -0.458178       0.392438      -0.158121       0.513798
 11.520000      -0.460636       0.398811      -0.071111       0.475291
 11.530000      -0.462343       0.404289       0.016157       0.436284
 11.540000      -0.463313       0.408885       0.103550       0.396862
 11.550000      -0.463557       0.412613       0.190938       0.357105
 11.560000      -0.463084       0.415482       0.278194       0.317092
 11.570000      -0.461901       0.417495       0.365193       0.276902
 11.580000      -0.460012       0.418657       0.451810       0.236612
 11.590000      -0.457422       0.418967       0.537922       0.196299
 11.600000      -0.454130       0.418421       0.623407       0.156038
 11.610000      -0.450136       0.417013       0.708142       0.115907
 11.620000      -0.445439       0.414733       0.792003       0.075982
 11.630000      -0.440033       0.411570       0.874866       0.036341
 11.640000      -0.433912       0.407509       0.956606      -0.002936
 11.650000      -0.427068       0.402530       1.037096      -0.041770
 11.660000      -0.419489       0.396612       1.116206      -0.080078
 11.670000      -0.411163       0.389730       1.193803      -0.117775
 11.680000      -0.402073       0.381856       1.269752      -0.154773
 11.690000      -0.392203       0.372956       1.343912      -0.190982
 11.700000      -0.381530       0.362995       1.416141      -0.226309
 11.710000      -0.370030       0.351931       1.486287      -0.260653
 11.720000      -0.357677       0.339721       1.554197      -0.293914
 11.730000      -0.344441       0.326315       1.619708      -0.325982
 11.740000      -0.330288       0.311661       1.682652      -0.356744
 11.750000      -0.315182       0.295702       1.742852      -0.386082
 11.760000      -0.299087       0.278379       1.800125      -0.413868
 11.770000      -0.281961       0.259630       1.854275      -0.439970
 11.780000      -0.263767       0.239397       1.905102      -0.464249
 11.790000      -0.244468       0.217625       1.952392      -0.486558
 11.800000      -0.224034       0.194266       1.995927      -0.506744
 11.810000      -0.202447       0.169294       2.035480      -0.524649
 11.820000      -0.179707       0.142706       2.070818      -0.540112
 11.830000      -0.155841       0.114540       2.101710      -0.552969
 11.840000      -0.130914       0.084888       2.127928      -0.563064
 11.850000      -0.105038       0.053910       2.149258      -0.570247
 11.860000      -0.078379       0.021843       2.165509      -0.574387
 11.870000      -0.051162      -0.010991       2.176524      -0.575379
 11.880000      -0.023657      -0.044205       2.182195      -0.573151
 11.890000       0.003831      -0.077365       2.182467      -0.567674
 11.900000       0.030998      -0.110031       2.177351      -0.558964
 11.910000       0.057558      -0.141799       2.166922      -0.547085
 11.920000       0.083279      -0.172331       2.151312      -0.532141
 11.930000       0.107982      -0.201375       2.130706      -0.514272
 11.940000       0.131553      -0.228763       2.105321      -0.493641
 11.950000       0.153928      -0.254406       2.075400      -0.470430
 11.960000       0.175086      -0.278273       2.041199      -0.444826
 11.970000       0.195038      -0.300379       2.002975      -0.417016
 11.980000       0.213811      -0.320767       1.960983      -0.387186
 11.990000       0.231447      -0.339497       1.915473      -0.355512
 12.000000       0.247992      -0.356640       1.866682      -0.322166
 12.010000       0.263495      -0.372267       1.814839      -0.287307
 12.020000       0.278002      -0.386451       1.760160      -0.251087
 12.030000       0.291558      -0.399259       1.702850      -0.213649
 12.040000       0.304204      -0.410758       1.643106      -0.175125
 12.050000       0.315979      -0.421005       1.581111      -0.135643
 12.060000       0.326916      -0.430057       1.517042      -0.095321
 12.070000       0.337044      -0.437962       1.451068      -0.054272
 12.080000       0.346391      -0.444766       1.383349      -0.012602
 12.090000       0.354980      -0.450508       1.314039       0.029587
 12.100000       0.362830      -0.455224       1.243287       0.072199
 12.110000       0.369958      -0.458946       1.171235       0.115142
 12.120000       0.376379      -0.461702       1.098024       0.158326
 12.130000       0.382105      -0.463515       1.023787       0.201666
 12.140000       0.387143      -0.464406       0.948656       0.245078
 12.150000       0.391503      -0.464393       0.872760       0.288481
 12.160000       0.395189      -0.463491       0.796225       0.331796
 12.170000       0.398203      -0.461712       0.719176       0.374946
 12.180000       0.400548      -0.459063       0.641736       0.417853
 12.190000       0.402222      -0.455551       0.564028       0.460442
 12.200000       0.403223      -0.451180       0.486173       0.502637
 12.210000       0.403547      -0.445949       0.408293       0.544362
 12.220000       0.403188      -0.439856       0.330511       0.585542
 12.230000       0.402138      -0.432897       0.252949       0.626101
 12.240000       0.400387      -0.425062       0.175731       0.665960
 12.250000       0.397925      -0.416342       0.098984       0.705041
 12.260000       0.394737      -0.406721       0.022835       0.743264
 12.270000       0.390809      -0.396183      -0.052586       0.780546
 12.280000       0.386122      -0.384706      -0.127144       0.816803
 12.290000       0.380657      -0.372266      -0.200703       0.851947
 12.300000       0.374391      -0.358835      -0.273122       0.885889
 12.310000       0.367300      -0.344381      -0.344254       0.918533
 12.320000       0.359356      -0.328868      -0.413948       0.949782
 12.330000       0.350530      -0.312256      -0.482048       0.979534
 12.340000       0.340791      -0.294501      -0.548389       1.007681
 12.350000       0.330103      -0.275558      -0.612802       1.034111
 12.360000       0.318431      -0.255375      -0.675108       1.058707
 12.370000       0.305738      -0.233901      -0.735121       1.081345
 12.380000       0.291989      -0.211087      -0.792646       1.101897
 12.390000       0.277149      -0.186883      -0.847481       1.120226
 12.400000       0.261191      -0.161251      -0.899414       1.136194
 12.410000       0.244096      -0.134162      -0.948229       1.149656
 12.420000       0.225862      -0.105612      -0.993702       1.160465
 12.430000       0.206507      -0.075626      -1.035608       1.168475
 12.440000       0.186081      -0.044273      -1.073725       1.173542
 12.450000       0.164674      -0.011676      -1.107839       1.175532
 12.460000       0.142420       0.021976      -1.137754       1.174325
 12.470000       0.119505       0.056424      -1.163298       1.169823
 12.480000       0.096158       0.091344      -1.184339       1.161957
 12.490000       0.072643       0.126365      -1.200788       1.150694
 12.500000       0.049241       0.161094      -1.212612       1.136042
 12.510000       0.026219       0.195153      -1.219834       1.118050
 12.520000       0.003815       0.228206      -1.222533       1.096810
 12.530000      -0.017780       0.259984      -1.220836       1.072446
 12.540000      -0.038427       0.290291      -1.214909       1.045109
 12.550000      -0.058039       0.319002      -1.204949       1.014968
 12.560000      -0.076571       0.346054      -1.191170       0.982203
 12.570000      -0.094012       0.371431      -1.173795       0.946999
 12.580000      -0.110374       0.395148      -1.153048       0.909536
 12.590000      -0.125686       0.417245      -1.129153       0.869992
 12.600000      -0.139986       0.437774      -1.102325       0.828538
 12.610000      -0.153317       0.456794      -1.072772       0.785336
 12.620000      -0.165721       0.474366      -1.040694       0.740541
 12.630000      -0.177242       0.490549      -1.006280       0.694296
 12.640000      -0.187922       0.505402      -0.969709       0.646738
 12.650000      -0.197799       0.518979      -0.931154       0.597997
 12.660000      -0.206908       0.531328      -0.890775       0.548194
 12.670000      -0.215282       0.542497      -0.848728       0.497443
 12.680000      -0.222950       0.552525      -0.805161       0.445853
 12.690000      -0.229938       0.561450      -0.760213       0.393527
 12.700000      -0.236268       0.569305      -0.714021       0.340564
 12.710000      -0.241962       0.576120      -0.666714       0.287056
 12.720000      -0.247037       0.581920      -0.618418       0.233094
 12.730000      -0.251507       0.586728      -0.569253       0.178764
 12.740000      -0.255387       0.590564      -0.519337       0.124150
 12.750000      -0.258685       0.593445      -0.468785       0.069332
 12.760000      -0.261412       0.595384      -0.417708       0.014390
 12.770000      -0.263574       0.596393      -0.366218      -0.040600
 12.780000      -0.265175       0.596482      -0.314421      -0.095561
 12.790000      -0.266219       0.595658      -0.262425      -0.150420
 12.800000      -0.266706       0.593924      -0.210335      -0.205103
 12.810000      -0.266637       0.591283      -0.158258      -0.259535
 12.820000      -0.266008       0.587736      -0.106297      -0.313644
 12.830000      -0.264817       0.583279      -0.054560      -0.367356
 12.840000      -0.263056       0.577909      -0.003151      -0.420596
 12.850000      -0.260720       0.571619       0.047822      -0.473289
 12.860000      -0.257799       0.564398       0.098250      -0.525360
 12.870000      -0.254281       0.556237       0.148024      -0.576730
 12.880000      -0.250155       0.547120       0.197032      -0.627320
 12.890000      -0.245405       0.537031       0.245159      -0.677048
 12.900000      -0.240014       0.525949       0.292286      -0.725830
 12.910000      -0.233963       0.513853       0.338294      -0.773577
 12.920000      -0.227232       0.500716       0.383057      -0.820201
 12.930000      -0.219797       0.486509       0.426446      -0.865606
 12.940000      -0.211632       0.471201       0.468327      -0.909694
 12.950000      -0.202710       0.454756       0.508561      -0.952362
 12.960000      -0.193002       0.437136       0.547004      -0.993503
 12.970000      -0.182476       0.418301       0.583504      -1.033004
 12.980000      -0.171099       0.398210       0.617904      -1.070746
 12.990000      -0.158840       0.376818       0.650040      -1.106606
 13.000000      -0.145668       0.354086       0.679742      -1.140454
 13.010000      -0.131553       0.329976       0.706833      -1.172152
 13.020000      -0.116473       0.304458       0.731129      -1.201562
 13.030000      -0.100417       0.277518       0.752444      -1.228537
 13.040000      -0.083385       0.249159       0.770588      -1.252929
 13.050000      -0.065400       0.219414       0.785371      -1.274589
 13.060000      -0.046513       0.188353       0.796610      -1.293370
 13.070000      -0.026807       0.156097       0.804130      -1.309133
 13.080000      -0.006407       0.122820       0.807775      -1.321750
 13.090000       0.014520       0.088756       0.807415      -1.331113
 13.100000       0.035767       0.054196       0.802954      -1.337137
 13.110000       0.057099       0.019471       0.794339      -1.339772
 13.120000       0.078265      -0.015071       0.781565      -1.339000
 13.130000       0.099022      -0.049086       0.764678      -1.334845
 13.140000       0.119150      -0.082267       0.743772      -1.327367
 13.150000       0.138467      -0.114360       0.718986      -1.316659
 13.160000       0.156837      -0.145174       0.690496      -1.302843
 13.170000       0.174167      -0.174581       0.658500      -1.286060
 13.180000       0.190405      -0.202506       0.623219      -1.266466
 13.190000       0.205531      -0.228921       0.584878      -1.244223
 13.200000       0.219547      -0.253830       0.543707      -1.219496
 13.210000       0.232473      -0.277259       0.499934      -1.192447
 13.220000       0.244339      -0.299249       0.453779      -1.163238
 13.230000       0.255182      -0.319849       0.405456      -1.132021
 13.240000       0.265039      -0.339111       0.355170      -1.098943
 13.250000       0.273952      -0.357088       0.303118      -1.064146
 13.260000       0.281959      -0.373830       0.249486      -1.027762
 13.270000       0.289095      -0.389385       0.194453      -0.989918
 13.280000       0.295397      -0.403798       0.138187      -0.950736
 13.290000       0.300895      -0.417110       0.080852      -0.910329
 13.300000       0.305619      -0.429356       0.022600      -0.868806
 13.310000       0.309597      -0.440569      -0.036418      -0.826273
 13.320000       0.312850      -0.450778      -0.096061      -0.782828
 13.330000       0.315403      -0.460007      -0.156193      -0.738567
 13.340000       0.317273      -0.468278      -0.216679      -0.693582
 13.350000       0.318477      -0.475610      -0.277393      -0.647963
 13.360000       0.319032      -0.482016      -0.338210      -0.601794
 13.370000       0.318948      -0.487510      -0.399009      -0.555161
 13.380000       0.318238      -0.492100      -0.459670      -0.508145
 13.390000       0.316911      -0.495793      -0.520078      -0.460826
 13.400000       0.314973      -0.498593      -0.580118      -0.413283
 13.410000       0.312430      -0.500503      -0.639676      -0.365594
 13.420000       0.309287      -0.501520      -0.698642      -0.317835
 13.430000       0.305544      -0.501643      -0.756903      -0.270085
 13.440000       0.301204      -0.500866      -0.814348      -0.222420
 13.450000       0.296264      -0.499181      -0.870867      -0.174917
 13.460000       0.290721      -0.496577      -0.926347      -0.127654
 13.470000       0.284571      -0.493044      -0.980677      -0.080710
 13.480000       0.277806      -0.488565      -1.033741      -0.034164
 13.490000       0.270419      -0.483124      -1.085426       0.011901
 13.500000       0.262399      -0.476701      -1.135614       0.057403
 13.510000       0.253734      -0.469274      -1.184185       0.102256
 13.520000       0.244408      -0.460818      -1.231016       0.146371
 13.530000       0.234407      -0.451306      -1.275983       0.189657
 13.540000       0.223710      -0.440707      -1.318955       0.232019
 13.550000       0.212299      -0.428990      -1.359799       0.273360
 13.560000       0.200150      -0.416119      -1.398378       0.313577
 13.570000       0.187240      -0.402058      -1.434550       0.352562
 13.580000       0.173545      -0.386771      -1.468166       0.390206
 13.590000       0.159039      -0.370219      -1.499074       0.426391
 13.600000       0.143699      -0.352368      -1.527116       0.460997
 13.610000       0.127504      -0.333186      -1.552130       0.493897
 13.620000       0.110435      -0.312647      -1.573949       0.524960
 13.630000       0.092485      -0.290739      -1.592402       0.554053
 13.640000       0.073656      -0.267465      -1.607319       0.581038
 13.650000       0.053965      -0.242852      -1.618527       0.605776
 13.660000       0.033455      -0.216956      -1.625862       0.628130
 13.670000       0.012191      -0.189876      -1.629167       0.647970
 13.680000      -0.009726      -0.161754      -1.628298       0.665170
 13.690000      -0.032160      -0.132782      -1.623135       0.679622
 13.700000      -0.054944      -0.103201      -1.613586       0.691238
 13.710000      -0.077877      -0.073295      -1.599596       0.699951
 13.720000      -0.100746      -0.043369      -1.581148       0.705727
 13.730000      -0.123328      -0.013739      -1.558273       0.708565
 13.740000      -0.145417       0.015303      -1.531045       0.708494
 13.750000      -0.166829       0.043495      -1.499582       0.705578
 13.760000      -0.187417       0.070628      -1.464036       0.699905
 13.770000      -0.207070       0.096546      -1.424588       0.691590
 13.780000      -0.225714       0.121145      -1.381443       0.680760
 13.790000      -0.243307       0.144366      -1.334815       0.667555
 13.800000      -0.259832       0.166186      -1.284926       0.652121
 13.810000      -0.275291       0.186609      -1.232000       0.634605
 13.820000      -0.289699       0.205659      -1.176258       0.615155
 13.830000      -0.303080       0.223370      -1.117916       0.593911
 13.840000      -0.315462       0.239786      -1.057181       0.571015
 13.850000      -0.326878       0.254953      -0.994257       0.546598
 13.860000      -0.337357       0.268916      -0.929335       0.520790
 13.870000      -0.346932       0.281721      -0.862602       0.493711
 13.880000      -0.355631       0.293412      -0.794234       0.465478
 13.890000      -0.363481       0.304028      -0.724402       0.436204
 13.900000      -0.370510       0.313608      -0.653269       0.405994
 13.910000      -0.376738       0.322184      -0.580993       0.374949
 13.920000      -0.382186       0.329787      -0.507725       0.343169
 13.930000      -0.386874       0.336443      -0.433611       0.310746
 13.940000      -0.390817       0.342177      -0.358794       0.277772
 13.950000      -0.394029       0.347007      -0.283411       0.244333
 13.960000      -0.396522       0.350951      -0.207598       0.210517
 13.970000      -0.398306       0.354024      -0.131485       0.176404
 13.980000      -0.399390       0.356236      -0.055202       0.142077
 13.990000      -0.399779       0.357595       0.021125       0.107615
 14.000000      -0.399478       0.358108       0.097368       0.073098
 14.010000      -0.398491       0.357776       0.173405       0.038603
 14.020000      -0.396818       0.356602       0.249112       0.004206
 14.030000      -0.394459       0.354581       0.324365      -0.030013
 14.040000      -0.391413       0.351710       0.399041      -0.063978
 14.050000      -0.387675       0.347982       0.473016      -0.097612
 14.060000      -0.383240       0.343386       0.546165      -0.130835
 14.070000      -0.378102       0.337910       0.618362      -0.163567
 14.080000      -0.372251       0.331538       0.689481      -0.195729
 14.090000      -0.365678       0.324254       0.759389      -0.227236
 14.100000      -0.358369       0.316037       0.827957      -0.258005
 14.110000      -0.350311       0.306864       0.895047      -0.287947
 14.120000      -0.341489       0.296709       0.960523      -0.316974
 14.130000      -0.331884       0.285545       1.024240      -0.344993
 14.140000      -0.321479       0.273342       1.086053      -0.371908
 14.150000      -0.310253       0.260068       1.145811      -0.397619
 14.160000      -0.298185       0.245689       1.203358      -0.422024
 14.170000      -0.285254       0.230174       1.258534      -0.445016
 14.180000      -0.271440       0.213490       1.311171      -0.466485
 14.190000      -0.256724       0.195607       1.361100      -0.486315
 14.200000      -0.241092       0.176504       1.408145      -0.504390
 14.210000      -0.224535       0.156164       1.452126      -0.520589
 14.220000      -0.207055       0.134587       1.492862      -0.534790
 14.230000      -0.188665       0.111791       1.530170      -0.546870
 14.240000      -0.169396       0.087819       1.563869      -0.556709
 14.250000      -0.149302       0.062744       1.593784      -0.564191
 14.260000      -0.128463       0.036680       1.619751      -0.569207
 14.270000      -0.106989       0.009781       1.641621      -0.571662
 14.280000      -0.085018      -0.017755       1.659268      -0.571478
 14.290000      -0.062720      -0.045689       1.672593      -0.568595
 14.300000      -0.040282      -0.073753       1.681533      -0.562982
 14.310000      -0.017903      -0.101666       1.686063      -0.554634
 14.320000       0.004220      -0.129148       1.686199      -0.543579
 14.330000       0.025909      -0.155942       1.682000      -0.529871
 14.340000       0.047005      -0.181827       1.673558      -0.513590
 14.350000       0.067386      -0.206625       1.661001      -0.494842
 14.360000       0.086959      -0.230204       1.644482      -0.473747
 14.370000       0.105661      -0.252478       1.624170      -0.450438
 14.380000       0.123458      -0.273396       1.600251      -0.425057
 14.390000       0.140334      -0.292939       1.572914      -0.397746
 14.400000       0.156291      -0.311107       1.542353      -0.368651
 14.410000       0.171340      -0.327922       1.508760      -0.337915
 14.420000       0.185501      -0.343411       1.472324      -0.305676
 14.430000       0.198796      -0.357610       1.433230      -0.272068
 14.440000       0.211253      -0.370560       1.391655      -0.237220
 14.450000       0.222896      -0.382300       1.347773      -0.201256
 14.460000       0.233751      -0.392870       1.301751      -0.164294
 14.470000       0.243843      -0.402309       1.253749      -0.126447
 14.480000       0.253193      -0.410652       1.203920      -0.087823
 14.490000       0.261823      -0.417935       1.152415      -0.048525
 14.500000       0.269751      -0.424188       1.099377      -0.008652
 14.510000       0.276994      -0.429438       1.044946       0.031700
 14.520000       0.283567      -0.433713       0.989257       0.072440
 14.530000       0.289480      -0.437035       0.932441       0.113479
 14.540000       0.294746      -0.439424       0.874627       0.154731
 14.550000       0.299373      -0.440898       0.815941       0.196112
 14.560000       0.303367      -0.441472       0.756504       0.237542
 14.570000       0.306734      -0.441157       0.696439       0.278939
 14.580000       0.309477      -0.439966       0.635864       0.320226
 14.590000       0.311597      -0.437904       0.574899       0.361325
 14.600000       0.313094      -0.434979       0.513660       0.402158
 14.610000       0.313968      -0.431193       0.452264       0.442650
 14.620000       0.314215      -0.426547       0.390827       0.482724
 14.630000       0.313830      -0.421040       0.329468       0.522305
 14.640000       0.312808      -0.414669       0.268303       0.561314
 14.650000       0.311141      -0.407427       0.207451       0.599674
 14.660000       0.308820      -0.399307       0.147032       0.637307
 14.670000       0.305834      -0.390298       0.087167       0.674133
 14.680000       0.302172      -0.380387       0.027979       0.710070
 14.690000       0.297818      -0.369558      -0.030406       0.745035
